age,occupation,monthly_income,city_type,date,food,transport,rent,entertainment,utilities,shopping,others,total_expense,overspending_habit
45,Salaried,67258,Urban,2023-04-04,11200.225376408001,4613.496948880974,20789.289777428305,4530.07657649218,2301.4762937269415,8724.030519473552,3268.2029950693545,55426.798487479304,1
45,Freelancer,42784,Rural,2023-01-19,4535.2593615492915,2976.3787837482805,4253.432089669495,1722.18234994335,2768.4823848777046,3354.905840697564,1860.6871211814273,21471.327931667118,0
54,Business,83722,Semi-Urban,2023-05-08,13989.900002437469,6689.579617429207,16128.68569739311,3805.1018103294055,2670.224125687691,6201.39260462309,2542.0768961375948,52026.960754037565,0
58,Freelancer,43027,Semi-Urban,2023-12-09,7887.474298928858,2939.588863536897,9114.643565531213,6917.061812611066,2641.6311544064415,6351.953815200451,1170.129881556305,37022.48339177123,1
53,Business,116544,Rural,2023-03-23,21704.4740824718,9450.693315721011,12288.988523177311,8812.009917572937,5472.670855030343,8485.276574230402,2575.745559029859,68789.85882723368,0
44,Freelancer,77853,Semi-Urban,2023-09-11,11954.471122836021,7747.642871860005,16046.683610028413,4119.528270417635,4911.605012046104,9879.421136573375,2214.8457425984,56874.19776635996,0
34,Salaried,132167,Semi-Urban,2023-08-09,13405.797800363462,7389.210072355826,27188.012380624117,11704.63186809973,5525.685520763621,10377.6923905733,5787.0576025111695,81378.08763529122,0
26,Salaried,87359,Semi-Urban,2023-12-09,16927.880763259418,7771.182580829077,17682.957354061524,12840.636854554528,4457.922481097916,6407.8862454848995,3864.792089447022,69953.25836873437,1
50,Student,92388,Urban,2023-04-07,12813.856021448471,8470.580924182204,27479.618435965447,8101.546067332531,4003.4226522994554,8685.698031421727,3553.6723225868836,73108.3944552367,0
37,Freelancer,98608,Urban,2023-02-21,10553.892104426222,9605.440097574967,29729.611572247602,6463.498120604145,6269.078428167692,13467.513126966636,3517.1316190939165,79606.16506908117,1
30,Student,96669,Semi-Urban,2023-06-24,18630.652177214513,5146.356755442365,18560.251584502435,16605.334498508615,4269.157711748958,9321.068259034366,2884.8326974470356,75417.6536838983,0
45,Freelancer,35111,Rural,2023-12-04,4932.131041014313,3199.746794732686,3698.0523997086098,3504.5735128925035,2158.4546205876736,2716.4195847769233,980.6626428550609,21190.04059656777,0
46,Business,52312,Urban,2023-07-01,6988.351030636088,4821.229497582236,14748.17530130113,7643.447014221927,3462.883696201972,5963.026236438708,1402.244757795538,45029.3575341776,1
30,Business,149321,Rural,2023-12-19,18204.394580145716,13906.399878640997,15719.615016554093,7156.832544348781,6991.271087133835,19928.31702877189,6440.248052220001,88347.07818781532,0
63,Student,44161,Semi-Urban,2023-04-25,8010.434918206487,3352.699125169375,9655.298096610348,2332.4342292800275,1601.5819249968297,5337.882853839699,1597.7729109584166,31888.104059061185,0
52,Freelancer,138920,Semi-Urban,2023-12-14,25763.905500301313,7509.732144420271,28471.384806876133,7019.7145256638705,7806.50197132016,7503.4691378751295,5318.891010474887,89393.59909693178,0
23,Student,124823,Rural,2023-01-01,21435.500405943083,8542.575401261753,11913.121410524282,20924.5971761979,7904.74503128283,10279.765190466285,3441.8792537349605,84442.1838694111,0
35,Salaried,145014,Urban,2023-03-04,18546.352484678566,14132.57250115286,43222.75383152912,18888.406567021208,8884.608747642253,17391.163517076624,3459.605949694048,124525.46359879468,1
22,Student,87313,Rural,2023-09-05,17330.79447047166,7020.237115842259,8732.858981881203,4955.479763977024,5758.022572261117,6495.768345309902,2494.800199547009,52787.961449290175,0
64,Student,70374,Rural,2023-08-19,7898.853810976046,6189.8123616323355,7228.498560811708,12148.989581658125,2726.2055245025495,8101.23242164294,3023.5311829965244,47317.123444220226,0
42,Business,44014,Semi-Urban,2023-08-14,5976.61057913605,3964.2246597165404,8500.381177064042,3656.2294371408852,1379.8038779857616,4626.595876926134,2160.462261200119,30264.307869169534,0
19,Student,100308,Urban,2023-01-19,19873.468340524927,6428.501881415166,29975.198182160708,3451.4431596026234,6513.364795328088,10718.63355371886,3165.020367094962,80125.63027984533,0
27,Freelancer,66389,Rural,2023-01-31,7387.572460753639,6462.196665842649,6699.338095641988,3306.5011598719434,2921.687290972032,5116.581514424047,2526.386542006183,34420.26372951248,0
47,Business,130163,Urban,2023-11-29,25120.984891431854,12083.64177611978,38969.661750851956,11435.464554663027,6107.797150374837,9792.25543625666,6443.387849452722,109953.19340915083,1
62,Student,38161,Semi-Urban,2023-05-01,4975.765348133454,2525.732018934571,8611.585735573046,1502.5864946686188,2305.7395006575193,5479.205067645932,1349.1382632963278,26749.752428909473,0
22,Salaried,127800,Urban,2023-01-24,12812.22811456204,8786.62665288275,37563.13798476965,7557.214814712843,7872.61680551536,11996.73359473497,4212.000915240266,90800.55888241787,0
50,Student,27490,Semi-Urban,2023-11-21,4279.614272049909,2174.0337087356866,6210.592617597943,1418.0683717082716,1728.2097222990703,2930.251875154438,797.6467196517311,19538.417287197048,0
18,Student,139547,Urban,2023-07-30,18073.095406291606,9497.132854977628,42109.48648523995,20395.745927326076,9323.601501227196,15000.082638427346,6642.503248973853,121041.64806246366,1
35,Student,127197,Rural,2023-06-10,13309.949519819274,8538.806924429402,11765.315321375247,18959.682988751152,8201.695490125905,6825.514602598043,4208.23808003949,71809.2029271385,0
49,Business,44502,Semi-Urban,2023-09-12,4973.396977019958,3152.6121509202444,9578.103168528754,3276.013498993524,2646.54523519756,3778.683134573725,2150.8675867002394,29556.22175193401,0
64,Freelancer,55757,Rural,2023-02-28,9530.332656286359,3963.7618383423796,5428.629600454111,5258.3251596709115,2958.253859675086,6726.408560656389,1812.7189903954259,35678.430665480664,0
28,Salaried,61111,Semi-Urban,2023-04-24,7478.108854753645,5266.421594653546,12437.847544282777,3977.9595335947083,3358.7117465600677,4328.404044997139,2677.7716488462315,39525.22496768811,0
38,Student,118273,Urban,2023-06-09,23041.505943816665,11183.322108507336,35124.77149061404,6909.556457637368,7372.676608158279,12952.278841401836,4309.564549909051,100893.67600004458,1
43,Freelancer,103245,Urban,2023-08-08,19891.614993799056,7929.344854803781,31003.37735917462,3401.0246618706715,3384.02815558555,5238.860968713773,4893.537002730938,75741.7879966784,0
42,Freelancer,78645,Semi-Urban,2023-12-23,11076.256887709209,5774.750471300612,16419.773895184924,13577.842325565214,4276.72012192549,6264.345019660922,3540.3817220188143,60930.07044336519,0
39,Business,130218,Semi-Urban,2023-06-18,15181.20478199108,6856.951679678847,25426.806715037066,19368.83436080704,5377.019253266364,15242.193978493868,3455.300463382839,90908.31123265711,0
44,Salaried,79055,Semi-Urban,2023-01-12,13254.8222261851,4312.972697749902,15105.404922195818,5187.391572731894,5286.86890690786,10748.06157334626,3878.6441017694747,57774.16600088631,0
30,Business,139815,Urban,2023-08-30,23076.173051186746,11715.202777398295,42194.54599786298,10290.00993895932,5017.235241824974,14593.036215605967,4415.642643466592,111301.8458663049,0
50,Freelancer,28998,Semi-Urban,2023-05-19,4183.069418310996,2209.0684708785884,5056.392343604503,1599.6497714370641,943.5364146519901,4290.741644598873,683.0722733917805,18965.530336873795,0
51,Freelancer,48906,Semi-Urban,2023-04-07,6154.941086327955,4624.778593667817,9746.620092478284,1931.5231084297566,2218.827147734096,3011.9640123923914,1271.8729066024393,28960.52694763274,0
58,Freelancer,121026,Rural,2023-05-27,12732.296425695196,8703.14603776497,12715.87224345052,20697.60540749335,6566.121877663225,8478.888282485424,3669.122888203827,73563.0531627565,0
52,Business,90192,Semi-Urban,2023-07-01,16642.60758296123,4905.79624883885,18754.26130733707,14778.707959421148,5725.920045042999,7377.763497801975,2720.6677046752748,70905.72434607855,0
18,Salaried,70477,Rural,2023-02-26,12344.785630481014,6290.058765608176,6506.989355980294,13961.563665163141,2352.4943630745124,4006.6383330548883,2668.62051742156,48131.15063078358,0
38,Student,56901,Rural,2023-02-11,9802.567242697305,5578.819081951512,5499.991561597723,7497.867452404337,3079.2461844336003,4493.449326809072,1877.0737242941873,37829.01457418774,0
23,Business,111271,Rural,2023-12-20,16562.348775943254,5922.469135471588,11099.063569128206,6658.721095148804,6509.550517708181,12747.93916065088,2843.6941452299325,62343.78639928084,0
45,Freelancer,72021,Urban,2023-07-18,8686.733102843102,4504.935800075457,20964.200880594355,5473.950629732587,5025.424237447309,8297.599479229826,2751.23434914729,55704.07847906993,0
34,Business,49092,Rural,2023-01-31,6921.618210407085,3221.8595033971687,5731.347513812958,4802.67680037706,2448.2694404781096,3879.252272540792,2116.0451825677274,29121.0689235809,0
22,Freelancer,21242,Semi-Urban,2023-06-29,2405.5647151594235,1875.2312672013543,4886.296748622678,822.9846714239202,1467.2796528070642,3155.5252072432054,1021.7738553961478,15634.656117853794,0
48,Student,126843,Urban,2023-01-02,18976.15433295188,7902.789121440987,38216.91856176383,7533.886751126263,4850.215757674538,11716.188682515665,5063.153352805579,94259.30656027874,0
22,Student,21831,Urban,2023-10-15,2337.910848776897,1455.4924194783996,5584.889780025651,3983.386546581369,1214.4072425336078,1228.3695372678617,1068.4555699101168,16872.9119445739,0
55,Salaried,70721,Urban,2023-05-18,7232.08191415857,5622.180343971773,21769.034923598112,6022.08706083851,2218.617162971478,9946.30845954645,3363.03462071074,56173.34448579564,0
20,Freelancer,48511,Urban,2023-04-15,7574.460839209178,3594.866903060718,13643.0349261252,8214.697018510737,2249.7055454302267,6174.51116298013,1558.0038713963304,43009.280266712514,1
40,Salaried,92782,Urban,2023-08-06,15620.599687753323,5109.542531210529,27100.504541531933,12969.041363616716,2952.417876896792,9661.657422077093,4065.617406733419,77479.3808298198,1
54,Salaried,117003,Urban,2023-08-10,18842.294206577004,9213.722323717044,35462.14785680547,6291.856521477647,5204.078489802309,9527.20443021426,4839.626444120007,89380.93027271374,0
54,Student,38302,Urban,2023-11-27,4449.3148136862,1940.0447143272816,11682.992893444985,3675.7163722434675,2082.721681471699,4913.846515094216,1539.1168926190367,30283.753882886886,0
27,Business,75568,Rural,2023-04-15,11315.829303342729,6492.773850900084,8205.008247710444,11012.616462073682,3283.0683259660136,5469.0506153808155,2536.4541772417533,48314.80098261552,0
27,Business,23232,Semi-Urban,2023-05-07,4379.381964689603,1562.5925683303221,4395.333778261107,4419.323611712883,1175.8870580744117,2405.5551159809197,1064.584006674419,19402.658103723665,1
36,Salaried,122062,Semi-Urban,2023-09-22,18193.667457480333,10262.713789596663,23583.689331748123,5188.150091738571,5636.218712473055,12143.204629622956,5977.6216112089,80985.2656238686,0
34,Student,124301,Rural,2023-07-19,24495.39686394734,11505.282458534877,12061.29767057115,12117.107640513417,7156.460352804716,11099.335082783069,5102.586815683703,83537.46688483829,0
38,Freelancer,71507,Rural,2023-09-09,7268.8490838845155,4097.904143269109,7810.071423112737,12527.32238363229,3186.90882021115,7155.466944240595,3371.8599908415963,45418.382789191994,0
31,Business,144277,Urban,2023-01-15,23539.91949013142,10086.039211909669,42523.75331479507,21722.673510869176,9974.389750687707,13523.99306190659,4927.80746975435,126298.57581005398,1
26,Salaried,149999,Urban,2023-08-14,22478.82062615199,14130.685966910436,45207.55656877062,11783.530325352633,6836.435678752923,7936.261370072757,7189.330184905372,115562.62072091672,0
63,Business,96508,Rural,2023-12-19,18810.641422988057,9405.443143625685,10538.174173293433,8402.655847411885,5537.999824185059,12975.596319213917,3668.88549300536,69339.39622372341,0
18,Business,133672,Urban,2023-04-15,15163.34550281746,9298.345727870843,41044.189823945875,20662.970567327102,8650.331715371985,7929.576372141837,4013.5706773404136,106762.3303868155,0
62,Freelancer,120128,Semi-Urban,2023-08-21,16228.732099285067,6316.345514929779,23263.788660373513,5228.158533714528,7629.6444517134905,6768.035424748907,3479.0302563009564,68913.73494106624,0
30,Student,30683,Semi-Urban,2023-11-15,3099.5199604446493,2601.3473056100506,6377.20618008676,2305.789352260359,1379.9774793359459,2173.178155995282,1276.707553127661,19213.725986860707,0
21,Freelancer,43664,Urban,2023-08-07,7908.065079534971,2485.794790647994,13072.858855874842,2070.114507654754,1603.528719508185,5389.558048844564,1578.1439377145787,34108.06393977989,0
18,Student,122364,Urban,2023-10-04,14881.730201118331,8014.842068594475,37642.50734265548,10940.267837919848,7977.8721297971,11747.092024718375,4737.226561272419,95941.53816607602,0
57,Business,140012,Urban,2023-09-18,19276.40048415001,7544.630457007647,41805.73862131356,10021.870325262713,5808.505745551504,18872.92558687349,3434.9150645906175,106764.98628474955,0
49,Salaried,53172,Semi-Urban,2023-12-07,7269.298794353991,2990.669522694926,10444.064267970452,1742.7809635664337,2174.8398573687123,4789.389498490479,1826.1902608844473,31237.233165329442,0
51,Freelancer,103641,Urban,2023-12-02,15999.02342887222,6607.06778412785,31138.382669229744,17166.092358831942,4419.990374834444,13786.329246956804,3769.343760038511,92886.22962289151,1
45,Student,84340,Rural,2023-07-09,11236.362807908361,8211.926505444635,9124.224826142323,16765.20192183952,4865.520199503791,7406.931985037999,2397.433658831237,60007.601904707866,0
48,Business,107236,Urban,2023-07-17,17836.755228427664,10620.74235202332,32424.2301602077,9834.94018683904,4628.749421273541,9725.809581740927,5060.279947778117,90131.50687829033,1
25,Student,31017,Rural,2023-12-19,5449.2734494625665,3072.870195342567,3651.2284194644844,1904.322818355153,1589.3954708332096,4343.978902972911,1133.6528044065947,21144.72206083749,0
56,Student,56613,Urban,2023-10-04,7107.181154357174,4063.7372230172577,17016.531977698232,2081.681995578107,3382.6554510991555,3449.7354229025086,1819.968195208446,38921.49141986088,0
43,Student,106130,Urban,2023-12-02,19152.457972068314,7787.662123900961,32523.031039437017,16336.770529687084,7249.257595282159,7529.5884667489645,2244.4292112314365,92823.19693835595,1
51,Business,96920,Semi-Urban,2023-02-08,18147.558054663135,8491.17436149568,18847.967674134747,9588.480959458051,4854.839605148229,14063.726245877233,3406.8216556848392,77400.5685564619,0
20,Salaried,50348,Rural,2023-06-11,7410.594169476097,3648.0613534074764,4704.5505522659005,8426.196208589152,2421.84888479146,2702.4131744242704,1400.331793972195,30713.99613692655,0
29,Salaried,36448,Rural,2023-05-01,4421.589981824739,3403.214641669912,3842.539954453683,3041.870515163417,2488.4158169554316,4169.794340504259,1803.3850690016038,23170.810319573044,0
18,Salaried,29491,Rural,2023-09-19,3868.5233647272958,1749.2102736794777,2755.719775985823,1856.6341882110341,1940.9342904106236,3125.870348763062,848.3212956151021,16145.213537392416,0
61,Student,98648,Semi-Urban,2023-08-04,17190.73867363152,7427.365446744754,19053.863890550343,6942.58828844113,6555.729930678598,13244.703596875468,3709.5889054159043,74124.57873233773,0
22,Business,141070,Rural,2023-11-08,19426.512333995528,7667.004620631414,14046.297846663248,11658.809237660844,6265.052545709433,10374.94836805733,6763.092109926602,76201.7170626444,0
47,Student,116557,Semi-Urban,2023-02-18,21231.50677782822,9547.624568637691,22584.96668784104,16334.719779785562,3977.9486368524495,13011.219060301746,2735.2295860562785,89423.215097303,0
47,Salaried,78759,Urban,2023-04-02,14512.347555522212,7848.1965289144,23360.396369417333,12739.810843409714,4604.7778076886025,11318.8733625211,3687.71794534582,78072.12041281919,1
34,Salaried,64553,Urban,2023-05-09,6827.072532128898,3773.3546035223426,19875.094397115583,5049.4981761973,2280.576396042883,6468.627496194719,2803.177806413473,47077.401407615194,0
64,Business,20968,Rural,2023-11-17,2555.539334568416,1961.8579573042243,1202.743549640736,1777.1146580595164,1145.53962763176,1709.3099900648394,872.855410208996,11224.96052747849,0
40,Student,20368,Urban,2023-01-28,3630.3226515638826,1969.4827123759626,5845.949344308527,3625.935221490781,1102.0035331442316,2088.1397222701976,951.4400823676943,19213.27326752128,1
